order_id,order_date,category,sub_category,region,supply_chain_status,quantity,unit_cost,unit_price,discount_pct,inventory_days
ORD-10093,2023-01-05,Furniture,Desks,West,On-Time,2,79.84,89.96,0.05,56
ORD-10094,2023-09-24,Apparel,Footwear,East,On-Time,2,80.55,160.45,0.0,30
ORD-10095,2023-11-10,Apparel,Footwear,East,Delayed - Customs,5,128.4,160.62,0.57,106
ORD-10096,2023-10-01,Furniture,Tables,West,On-Time,1,43.5,47.86,0.42,116
ORD-10097,2023-08-02,Electronics,Computers,South,On-Time,1,124.67,241.87,0.05,61
ORD-10098,2023-12-14,Apparel,Pants,North,Delayed - Transit,2,109.51,117.65,0.47,116
ORD-10099,2023-10-19,Furniture,Desks,North,Delayed - Transit,4,56.38,74.95,0.39,108
ORD-10100,2023-12-30,Electronics,Computers,North,On-Time,3,273.01,476.72,0.05,29
ORD-10101,2023-10-28,Apparel,Shirts,East,On-Time,5,177.1,398.77,0.0,27
ORD-10102,2023-01-30,Apparel,Shirts,North,Delayed - Transit,4,205.53,263.17,0.58,132
ORD-10103,2023-05-13,Furniture,Chairs,West,On-Time,5,16.27,19.85,0.64,125
ORD-10104,2023-08-26,Furniture,Chairs,North,On-Time,1,28.95,37.46,0.6,131
ORD-10105,2023-04-26,Apparel,Footwear,South,On-Time,4,166.54,272.32,0.05,20
ORD-10106,2023-01-08,Apparel,Pants,East,On-Time,5,125.76,233.66,0.0,31
ORD-10107,2023-03-29,Furniture,Tables,South,On-Time,2,94.28,112.84,0.44,190
ORD-10108,2023-11-01,Apparel,Pants,West,On-Time,1,140.68,315.84,0.05,26
ORD-10109,2023-12-04,Furniture,Desks,South,On-Time,1,398.55,536.62,0.5,97
ORD-10110,2023-05-29,Furniture,Tables,West,On-Time,3,158.42,173.26,0.35,120
ORD-10111,2023-07-01,Furniture,Chairs,East,Delayed - Transit,5,177.23,190.97,0.45,91
ORD-10112,2023-07-02,Apparel,Footwear,East,Delayed - Customs,5,345.69,439.43,0.52,136
ORD-10113,2023-02-01,Furniture,Tables,West,On-Time,4,106.12,142.55,0.37,145
ORD-10114,2023-09-27,Apparel,Shirts,North,On-Time,3,158.78,312.13,0.05,43
ORD-10115,2023-03-11,Furniture,Desks,East,On-Time,1,231.71,299.98,0.51,112
ORD-10116,2023-09-17,Furniture,Tables,East,On-Time,2,235.07,269.96,0.05,85
ORD-10117,2023-11-03,Apparel,Pants,South,Delayed - Transit,5,82.24,94.94,0.5,137
ORD-10118,2023-01-25,Furniture,Desks,East,Delayed - Transit,3,159.78,197.32,0.44,103
ORD-10119,2023-10-03,Furniture,Chairs,West,Delayed - Transit,1,326.27,353.36,0.63,97
ORD-10120,2023-12-18,Apparel,Pants,East,On-Time,1,377.46,730.82,0.0,46
ORD-10121,2023-03-23,Apparel,Shirts,North,On-Time,5,120.72,242.24,0.0,33
ORD-10122,2023-06-04,Electronics,Accessories,East,On-Time,4,18.22,35.6,0.0,27
ORD-10123,2023-10-03,Apparel,Footwear,East,On-Time,1,284.73,475.57,0.0,43
ORD-10124,2023-07-28,Furniture,Tables,West,On-Time,4,381.56,431.09,0.53,118
ORD-10125,2023-04-21,Apparel,Footwear,East,On-Time,4,182.81,397.1,0.0,22
ORD-10126,2023-12-25,Apparel,Pants,South,Delayed - Customs,2,359.71,467.0,0.49,135
ORD-10127,2023-01-04,Furniture,,South,On-Time,1,73.97,95.97,0.55,98
ORD-10128,2023-05-20,Furniture,Chairs,East,On-Time,1,46.11,49.62,0.35,127
ORD-10129,2023-02-10,Furniture,Chairs,North,On-Time,1,375.22,465.61,0.41,112
ORD-10130,2023-06-24,Furniture,Desks,West,On-Time,5,301.81,321.52,0.48,137
ORD-10131,2023-11-12,Apparel,Shirts,South,On-Time,1,396.42,860.29,0.0,25
ORD-10132,2023-01-25,Electronics,Computers,East,On-Time,5,171.19,314.09,0.0,14
ORD-10133,2023-06-14,Apparel,Shirts,North,On-Time,2,142.93,316.42,0.0,42
ORD-10134,2023-03-15,Electronics,Audio,North,On-Time,2,41.46,74.9,0.0,35
ORD-10135,2023-12-29,Furniture,Chairs,South,Delayed - Customs,5,132.2,160.55,0.58,116
ORD-10136,2023-05-25,Apparel,Pants,North,On-Time,2,297.76,612.13,0.05,16
ORD-10137,2023-04-20,Apparel,Pants,East,On-Time,5,110.98,244.01,0.05,16
ORD-10138,2023-10-28,Furniture,Chairs,West,On-Time,1,145.38,171.07,0.46,106
ORD-10139,2023-09-07,Electronics,,South,On-Time,3,337.68,564.98,0.05,11
ORD-10140,2023-05-27,Electronics,Accessories,South,On-Time,2,130.73,311.72,0.0,29
ORD-10141,2023-11-20,Electronics,Accessories,South,On-Time,1,250.45,587.43,0.05,30
ORD-10142,2023-07-07,Furniture,Chairs,North,On-Time,4,125.03,144.6,0.37,97
ORD-10143,2023-09-18,Furniture,Desks,West,Delayed - Transit,3,374.86,497.52,0.54,101
ORD-10144,2023-09-04,Furniture,Chairs,North,On-Time,1,28.73,33.33,0.36,90
ORD-10145,2023-01-22,Apparel,Shirts,South,On-Time,5,178.91,306.5,0.05,50
ORD-10146,2023-05-18,Apparel,Shirts,South,On-Time,1,77.96,171.59,0.0,19
ORD-10147,2023-12-29,Electronics,Accessories,West,On-Time,5,93.74,212.43,0.0,24
ORD-10148,2023-04-23,Apparel,Pants,North,Delayed - Transit,5,275.1,321.9,0.44,113
ORD-10149,2023-06-11,Furniture,Tables,South,On-Time,2,85.96,98.53,0.49,117
ORD-10150,2023-05-10,Apparel,Pants,North,Delayed - Customs,4,367.62,480.11,0.56,98
ORD-10151,2023-09-02,Electronics,Computers,South,On-Time,1,85.76,187.9,0.0,28
ORD-10152,2023-05-20,Furniture,Desks,West,On-Time,1,140.77,173.31,0.63,144
ORD-10153,2023-12-27,Apparel,Shirts,North,Delayed - Customs,3,41.66,51.61,0.45,108
ORD-10154,2023-05-09,Apparel,Shirts,North,On-Time,2,77.25,164.81,0.05,15
ORD-10155,2023-09-23,Apparel,Footwear,South,Delayed - Transit,5,15.64,18.98,0.36,150
ORD-10156,2023-11-09,Apparel,Shirts,East,Delayed - Transit,4,169.2,200.71,0.47,139
ORD-10157,2023-10-12,Furniture,Desks,South,On-Time,2,71.19,86.41,0.0,78
ORD-10158,2023-09-04,Apparel,Pants,West,On-Time,5,113.94,204.37,0.05,33
ORD-10159,2023-11-25,Apparel,Footwear,West,Delayed - Customs,2,187.94,244.46,0.45,118
ORD-10160,2023-01-17,Electronics,Computers,West,On-Time,5,39.77,73.18,0.05,52
ORD-10161,2023-08-11,Furniture,Tables,West,On-Time,1,129.59,146.26,0.53,86
ORD-10162,2023-10-11,Electronics,Accessories,West,On-Time,1,29.79,58.47,0.05,24
ORD-10163,2023-01-22,Apparel,Shirts,North,Delayed - Transit,1,68.62,87.46,0.38,126
ORD-10164,2023-01-17,Furniture,Desks,North,Delayed - Transit,5,299.41,400.72,0.37,136
ORD-10165,2023-04-22,Furniture,Chairs,North,On-Time,2,302.43,322.34,0.46,133
ORD-10166,2023-04-16,Electronics,Accessories,West,On-Time,2,377.46,747.96,0.05,30
ORD-10167,2023-01-20,Apparel,Pants,East,On-Time,2,202.26,326.69,0.05,37
ORD-10168,2023-04-17,Electronics,Accessories,North,On-Time,4,183.86,356.47,0.0,47
ORD-10169,2023-05-25,Electronics,Audio,East,On-Time,2,122.39,287.42,0.0,37
ORD-10170,2023-04-19,Furniture,Chairs,South,Delayed - Customs,1,60.02,69.07,0.54,94
ORD-10171,2023-04-04,Furniture,Tables,West,Delayed - Transit,2,173.83,228.82,0.44,143
ORD-10172,2023-10-01,Electronics,Computers,West,On-Time,4,104.06,210.62,0.0,26
ORD-10173,2023-11-13,Electronics,Accessories,West,On-Time,2,89.49,194.7,0.0,20
ORD-10174,2023-02-05,Electronics,Computers,West,On-Time,4,17.98,42.76,0.05,28
ORD-10175,2023-05-10,Apparel,Shirts,North,Delayed - Transit,3,36.11,41.28,0.05,74
ORD-10176,2023-06-18,Electronics,Computers,West,On-Time,2,312.27,598.88,0.05,48
ORD-10177,2023-01-17,Apparel,Footwear,East,Delayed - Transit,1,227.69,289.64,0.46,177
ORD-10178,2023-07-08,Apparel,Pants,West,On-Time,1,230.34,536.22,0.0,33
ORD-10179,2023-10-05,Furniture,Tables,West,Delayed - Customs,2,390.57,523.25,0.61,90
ORD-10180,2023-11-21,Furniture,Chairs,East,On-Time,2,156.62,186.8,0.41,110
ORD-10181,2023-12-20,Electronics,Computers,East,On-Time,5,32.01,59.35,0.0,32
ORD-10182,2023-01-02,Furniture,Desks,West,On-Time,4,193.9,244.76,0.41,130
ORD-10183,2023-04-29,Furniture,Tables,North,On-Time,2,361.9,385.31,0.59,108
ORD-10184,2023-02-06,Electronics,Audio,West,On-Time,3,143.74,272.93,0.05,29
ORD-10185,2023-10-16,Apparel,Pants,North,Delayed - Customs,2,125.18,160.68,0.05,56
ORD-10186,2023-01-03,Furniture,Chairs,South,Delayed - Transit,1,394.11,446.93,0.57,137
ORD-10187,2023-12-03,Apparel,Pants,East,On-Time,1,215.09,480.88,0.0,48
ORD-10188,2023-02-06,Electronics,Audio,North,On-Time,2,210.16,408.38,0.05,45
ORD-10189,2023-12-09,Apparel,Shirts,East,On-Time,2,72.07,136.63,0.05,39
ORD-10190,2023-08-23,Electronics,Audio,South,On-Time,5,313.15,609.05,0.05,24
ORD-10191,2023-11-04,Apparel,Pants,West,On-Time,5,63.49,137.14,0.0,23
ORD-10192,2023-01-02,Apparel,Pants,South,On-Time,5,237.8,505.12,0.0,36
ORD-10193,2023-06-20,Apparel,Shirts,East,On-Time,2,308.36,680.95,0.0,30
ORD-10194,2023-11-21,Apparel,Shirts,South,On-Time,4,355.22,586.92,0.05,36
ORD-10195,2023-07-15,Apparel,Shirts,North,On-Time,4,396.07,894.55,0.0,24
ORD-10196,2023-09-21,Furniture,Desks,East,On-Time,3,208.62,228.3,0.0,83
ORD-10197,2023-12-18,Furniture,Chairs,North,On-Time,1,73.73,98.49,0.58,141
ORD-10198,2023-08-30,Apparel,Shirts,North,On-Time,2,148.36,278.21,0.05,22
ORD-10199,2023-05-29,Electronics,Audio,West,Delayed - Customs,1,328.11,364.33,0.38,100
ORD-10200,2023-12-05,Electronics,Audio,East,On-Time,1,339.5,714.2,0.0,5
ORD-10201,2023-07-21,Electronics,Accessories,East,On-Time,2,293.8,583.51,0.0,24
ORD-10202,2023-04-12,Electronics,Computers,West,On-Time,5,184.42,389.95,0.0,32
ORD-10203,2023-10-27,Furniture,Chairs,North,On-Time,1,130.12,147.24,0.58,113
ORD-10204,2023-12-12,Furniture,Chairs,West,On-Time,2,333.97,351.59,0.0,67
ORD-10205,2023-07-06,Electronics,Computers,South,Delayed - Customs,3,291.27,316.59,0.48,167
ORD-10206,2023-09-06,Electronics,Audio,West,On-Time,3,61.67,104.26,0.05,14
ORD-10207,2023-01-09,Electronics,Computers,South,On-Time,4,135.58,257.42,0.05,24
ORD-10208,2023-01-02,Electronics,Computers,South,On-Time,2,76.09,157.06,0.05,27
ORD-10209,2023-10-23,Electronics,Accessories,East,Delayed - Transit,4,196.25,244.97,0.61,95
ORD-10210,2023-06-10,Apparel,Pants,North,Delayed - Transit,2,23.19,29.71,0.57,165
ORD-10211,2023-11-20,Apparel,Footwear,East,On-Time,5,307.21,683.62,0.0,43
ORD-10212,2023-08-23,Furniture,Desks,East,Delayed - Customs,3,28.83,36.96,0.58,104
ORD-10213,2023-04-23,Apparel,,South,Delayed - Customs,2,232.52,312.84,0.05,62
ORD-10214,2023-12-30,Apparel,Shirts,East,On-Time,1,261.39,490.87,0.0,1
ORD-10215,2023-10-10,Furniture,Chairs,North,On-Time,5,70.01,76.12,0.47,112
ORD-10216,2023-09-28,Apparel,Footwear,North,On-Time,3,158.07,320.1,0.0,40
ORD-10217,2023-10-07,Furniture,Tables,North,Delayed - Customs,1,30.54,33.91,0.52,138
ORD-10218,2023-05-13,Apparel,Pants,South,On-Time,2,131.41,222.1,0.05,24
ORD-10219,2023-06-15,Furniture,Tables,East,On-Time,5,278.64,329.31,0.44,93
ORD-10220,2023-04-17,Furniture,Desks,East,On-Time,2,229.98,279.69,0.54,145
ORD-10221,2023-11-22,Apparel,Shirts,East,On-Time,2,179.55,393.09,0.0,32
ORD-10222,2023-08-29,Furniture,Tables,East,On-Time,4,63.77,69.23,0.6,116
ORD-10223,2023-10-27,Electronics,Accessories,West,On-Time,4,348.32,786.44,0.0,33
ORD-10224,2023-03-07,Furniture,Chairs,North,On-Time,4,239.44,258.67,0.56,109
ORD-10225,2023-04-24,Apparel,Shirts,East,Delayed - Transit,1,134.53,148.2,0.58,97
ORD-10226,2023-06-07,Electronics,Accessories,South,On-Time,1,90.66,173.77,0.05,22
ORD-10227,2023-11-06,Apparel,Footwear,East,Delayed - Transit,1,59.1,73.28,0.43,161
ORD-10228,2023-07-22,Electronics,Computers,West,On-Time,4,234.15,414.14,0.05,62
ORD-10229,2023-12-28,Electronics,Computers,South,Delayed - Customs,4,49.46,52.63,0.37,124
ORD-10230,2023-05-11,Electronics,Audio,West,On-Time,3,372.97,783.78,0.05,27
ORD-10231,2023-03-26,Electronics,Accessories,West,On-Time,3,353.61,769.26,0.0,36
ORD-10232,2023-07-31,Furniture,Tables,West,On-Time,5,315.06,386.09,0.47,114
ORD-10233,2023-11-04,Apparel,Pants,West,Delayed - Transit,5,373.0,458.79,0.49,105
ORD-10234,2023-08-21,Furniture,Chairs,South,Delayed - Customs,1,296.9,396.5,0.36,124
ORD-10235,2023-04-05,Apparel,Shirts,North,Delayed - Transit,4,151.82,167.15,0.53,136
ORD-10236,2023-10-18,Electronics,Accessories,West,On-Time,1,191.59,314.09,0.0,39
ORD-10237,2023-08-23,Apparel,Shirts,South,On-Time,5,251.51,481.38,0.05,42
ORD-10238,2023-02-21,Apparel,Footwear,West,On-Time,5,168.14,282.73,0.0,2
ORD-10239,2023-06-30,Electronics,Computers,East,Delayed - Transit,5,121.83,163.91,0.54,100
ORD-10240,2023-10-07,Furniture,Tables,South,On-Time,4,339.81,453.43,0.0,84
ORD-10241,2023-01-18,Electronics,Computers,North,Delayed - Transit,5,320.4,337.56,0.0,85
ORD-10242,2023-08-27,Apparel,Shirts,East,Delayed - Transit,1,108.39,130.3,0.55,144
ORD-10243,2023-08-06,Furniture,Tables,West,On-Time,2,112.13,134.05,0.05,77
ORD-10244,2023-10-10,Apparel,Footwear,North,On-Time,3,163.87,271.66,0.05,13
ORD-10245,2023-01-21,Electronics,Computers,East,On-Time,1,220.93,529.4,0.05,28
ORD-10246,2023-11-20,Apparel,Shirts,North,On-Time,5,258.95,543.27,0.05,15
ORD-10247,2023-11-07,Electronics,Accessories,North,On-Time,2,81.75,163.01,0.05,49
ORD-10248,2023-10-02,Electronics,Accessories,East,On-Time,5,252.03,515.96,0.0,32
ORD-10249,2023-12-07,Electronics,Accessories,East,On-Time,1,357.16,601.3,0.0,40
ORD-10250,2023-11-03,Furniture,Tables,East,Delayed - Transit,5,323.93,357.33,0.4,112
ORD-10251,2023-08-11,Furniture,Chairs,South,On-Time,2,330.91,411.26,0.48,95
ORD-10252,2023-11-19,Furniture,Tables,North,On-Time,3,111.2,123.89,0.05,78
ORD-10253,2023-11-27,Furniture,Desks,South,On-Time,3,75.52,99.79,0.64,142
ORD-10254,2023-12-15,Electronics,Accessories,West,On-Time,1,295.21,595.85,0.05,30
ORD-10255,2023-02-08,Apparel,Shirts,West,On-Time,4,355.1,731.47,0.05,28
ORD-10256,2023-04-22,Furniture,Tables,South,Delayed - Transit,3,137.51,162.9,0.39,118
ORD-10257,2023-02-21,Electronics,Audio,East,On-Time,5,197.23,349.63,0.05,44
ORD-10258,2023-07-17,Electronics,Computers,East,On-Time,1,201.24,327.42,0.05,24
ORD-10259,2023-08-20,Electronics,Computers,East,On-Time,3,320.95,564.15,0.0,32
ORD-10260,2023-01-23,Furniture,Tables,East,Delayed - Transit,5,318.63,359.45,0.59,125
ORD-10261,2023-09-17,Furniture,Tables,East,On-Time,4,264.05,342.08,0.36,137
ORD-10262,2023-07-10,Electronics,,East,Delayed - Transit,3,25.05,28.91,0.63,142
ORD-10263,2023-12-04,Apparel,Shirts,South,On-Time,3,241.02,454.09,0.05,20
ORD-10264,2023-07-02,Furniture,Tables,East,On-Time,5,367.77,410.85,0.56,134
ORD-10265,2023-04-25,Electronics,Computers,East,On-Time,2,193.24,389.91,0.05,15
ORD-10266,2023-06-11,Electronics,Audio,West,On-Time,2,294.5,488.68,0.05,36
ORD-10267,2023-10-11,Furniture,Chairs,West,Delayed - Transit,3,225.37,251.64,0.51,126
ORD-10268,2023-05-26,Apparel,Pants,East,Delayed - Customs,5,36.87,47.12,0.55,96
ORD-10269,2023-01-15,Furniture,Desks,South,On-Time,3,104.79,128.09,0.0,83
ORD-10270,2023-11-15,Furniture,Desks,West,On-Time,2,120.21,153.06,0.64,117
ORD-10271,2023-09-08,Electronics,Audio,North,On-Time,3,175.34,381.92,0.0,37
ORD-10272,2023-09-11,Apparel,Footwear,West,On-Time,3,338.88,586.28,0.05,36
ORD-10273,2023-12-19,Apparel,Footwear,North,Delayed - Customs,1,305.62,321.6,0.63,160
ORD-10274,2023-02-15,Electronics,Accessories,East,On-Time,2,63.26,102.2,0.0,37
ORD-10275,2023-08-24,Furniture,Chairs,West,On-Time,4,200.47,267.61,0.47,136
ORD-10276,2023-02-19,Electronics,Computers,East,On-Time,1,382.71,848.37,0.05,11
ORD-10277,2023-01-08,Apparel,Footwear,East,On-Time,2,340.39,688.08,0.05,54
ORD-10278,2023-01-21,Apparel,Pants,North,Delayed - Customs,2,220.78,237.76,0.49,139
ORD-10279,2023-08-24,Furniture,Desks,North,On-Time,3,82.49,91.21,0.64,100
ORD-10280,2023-02-27,Furniture,Desks,South,Delayed - Transit,5,359.04,449.69,0.36,94
ORD-10281,2023-08-10,Apparel,Footwear,East,Delayed - Customs,3,214.79,251.17,0.0,80
ORD-10282,2023-05-17,Apparel,Shirts,East,Delayed - Transit,2,172.58,232.69,0.57,123
ORD-10283,2023-10-14,Electronics,Accessories,East,Delayed - Customs,4,323.34,378.93,0.46,158
ORD-10284,2023-07-27,Electronics,Audio,North,On-Time,3,302.85,520.08,0.05,20
ORD-10285,2023-07-24,Furniture,Tables,North,On-Time,3,327.67,429.42,0.38,122
ORD-10286,2023-08-05,Furniture,Chairs,North,On-Time,4,275.99,304.63,0.5,87
ORD-10287,2023-01-31,Furniture,Tables,West,Delayed - Customs,2,190.07,244.1,0.47,125
ORD-10288,2023-12-26,Electronics,Computers,East,On-Time,5,255.35,502.95,0.0,33
ORD-10289,2023-09-13,Electronics,Audio,North,On-Time,5,284.82,673.47,0.05,25
ORD-10290,2023-11-28,Furniture,Chairs,East,On-Time,2,69.23,73.74,0.46,121
ORD-10291,2023-09-11,Furniture,Desks,East,Delayed - Transit,3,312.34,340.46,0.45,143
